title,author,raw_isbn_in_csv,cleaned_isbn_attempt,skip_reason
Fallen Fourth Down,Tijan (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Paranormal 13,"C.J. Archer (Goodreads Author), Stacy Claflin (Goodreads Author), Cate Dean (Goodreads Author), J.J. DiBendetto, C. Gockel (Goodreads Author), Kyoko M. (Goodreads Author), Becca Mills (Goodreads Author), K.A. Poe (Goodreads Author), more…",,,Invalid Length (not 10 or 13 after cleaning)
"Books for kids: My Mom is A SuperWoman (Bedtime Superhero For Kids Ages 3-10) Short story, Game & Puzzle - children's books, Early readers (Funny Series for Early Learning Readers)",Auntie Ant,'B00VK096C2,000962,Invalid Length (not 10 or 13 after cleaning)
By Grace and Banners Fallen: Prologue to A Memory of Light,"Robert Jordan, Brandon Sanderson (Goodreads Author)",'B009AEM4NI,0094,Invalid Length (not 10 or 13 after cleaning)
Out of the Blackness,Carter Quinn (Goodreads Author),'B00DUPVNNK,00,Invalid Length (not 10 or 13 after cleaning)
Saint Odd,Dean Koontz (Goodreads Author),'B00JI4ZSF6,0046,Invalid Length (not 10 or 13 after cleaning)
Three Wishes,Kristen Ashley (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Without Words,Ellen O'Connell (Goodreads Author),'B00NKYJCKW,00,Invalid Length (not 10 or 13 after cleaning)
"Romance of the Three Kingdoms, Vol. 1 (chapter 1-30)","Luo Guanzhong, C.H. Brewitt Taylor (Translator)",,,Invalid Length (not 10 or 13 after cleaning)
World of Ryyah: Birth of the Half Elves: Book One,H.L. Watson (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Ties That Bind,Eve Newton (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Super Intelligence: Getting Ahead With Super Intelligence,Renee B. Williams,'B00YHZH1VA,001,Invalid Length (not 10 or 13 after cleaning)
Memory Effekt,Lena Sander,'B0104CNUT6,01046,Invalid Length (not 10 or 13 after cleaning)
The Moon Dwellers,David Estes (Goodreads Author),'B008FJV8SQ,0088,Invalid Length (not 10 or 13 after cleaning)
The Island Project,Taylor Buck (Goodreads Author),'B00DGTFWNC,00,Invalid Length (not 10 or 13 after cleaning)
Control,Cordelia Kingsbridge,,,Invalid Length (not 10 or 13 after cleaning)
Dark Companion,Marta Acosta (Goodreads Author),'B007IM0H06,007006,Invalid Length (not 10 or 13 after cleaning)
Dixie's Last Stand: Was It Murder or Self-Defense?,John Ferak (Goodreads Author),'B00Q7COQP0,0070,Invalid Length (not 10 or 13 after cleaning)
Molly's Lips: Club Mephisto Retold,Annabel Joseph (Goodreads Author),'B008458F6E,0084586,Invalid Length (not 10 or 13 after cleaning)
The Peeping Tom,Debbie Lacy (Goodreads Author),'B00DQQPWIA,00,Invalid Length (not 10 or 13 after cleaning)
Force of Gravity,Kelly Stevenson (Goodreads Author),'B00LRXVASU,00,Invalid Length (not 10 or 13 after cleaning)
Alec,L.A. Casey (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Raced,K. Bromberg (Goodreads Author),'B00MNLLAA8,008,Invalid Length (not 10 or 13 after cleaning)
Children of Rosehaven,Christopher St. John Sampayo (Goodreads Author),'B00EFOGULA,00,Invalid Length (not 10 or 13 after cleaning)
Stalking Jack: The Hunt Begins...,Madison Kent (Goodreads Author),'B00IHMCXQW,00,Invalid Length (not 10 or 13 after cleaning)
Hardline,Meredith Wild (Goodreads Author),'B00V3MY1KO,0031,Invalid Length (not 10 or 13 after cleaning)
Spirit Animals: The Book of Shane #1,Nick Eliopulos,'B00OBOAI30,0030,Invalid Length (not 10 or 13 after cleaning)
In the Belly of the Elephant,Susan Corbett (Goodreads Author),'B00HEXVXNE,00,Invalid Length (not 10 or 13 after cleaning)
Complementary Colors,Adrienne Wilder (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Wedding Contract,H.M. Ward (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
"The Case Study of Vanitas, Chapter 1",Jun Mochizuki,'B019NFEKS0,0190,Invalid Length (not 10 or 13 after cleaning)
Succumbing to His Fear,River Mitchell (Goodreads Author),'B01AVVS3JM,013,Invalid Length (not 10 or 13 after cleaning)
Александр Башлачёв. Человек поющий,Лев Наумов,,,Invalid Length (not 10 or 13 after cleaning)
Thirst Trap - An Instagram Scandal,Aisha Linnea (Goodreads Author),'B01C98XNRM,0198,Invalid Length (not 10 or 13 after cleaning)
"Many Lives, Many Masters by Brian L. Weiss Lesson Plans",BookRags,'B008J4VRLU,0084,Invalid Length (not 10 or 13 after cleaning)
Cut from the Same Cloth,Kathleen Baldwin (Goodreads Author),'B00L4KTTOI,004,Invalid Length (not 10 or 13 after cleaning)
Arabian War Games : Cataclysmic Wars Redraw the Map of the Middle East,Ali Al Shihabi,'B007WAYQ5Q,0075,Invalid Length (not 10 or 13 after cleaning)
"Whose God? Whose Land?: The Great Empires and The Making of the Modern Middle East (JUDAISM, CHRISTIANITY, ISLAM: THE THREE PILLARS OF MONOTHEISM Book 1)","William Hare, Alvaro Armada Gonzalez (Illustrator)",'B01768I86Q,0176886,Invalid Length (not 10 or 13 after cleaning)
Romancing the Grinch,Tamara Philip (Goodreads Author),'B0186I6VMI,01866,Invalid Length (not 10 or 13 after cleaning)
Games People Play,Owen Mullen (Goodreads Author),'B01BAQYUU8,018,Invalid Length (not 10 or 13 after cleaning)
Bleeding Hearts (Book #1),Dana Louise Provo (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Freelancer's Bible,Tiffani Velez,'B01I8NHRFG,018,Invalid Length (not 10 or 13 after cleaning)
Inspired Talks,Swami Vivekananda,,,Invalid Length (not 10 or 13 after cleaning)
Façade,Nyrae Dawn (Goodreads Author),'B00B73T1ZY,00731,Invalid Length (not 10 or 13 after cleaning)
Billionaire Romance: Music in His Bones (Feel The Music Book 1),Amerine Graham (Goodreads Author),'B01F7OUT0E,0170,Invalid Length (not 10 or 13 after cleaning)
The Girl In Between,Laekan Zea Kemp (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Richmond Unchained: The Biography of the World's First Black Sporting Superstar,Luke G. Williams,'B013TCIW7S,0137,Invalid Length (not 10 or 13 after cleaning)
Evenfall: Volume 2: Director's Cut,"Ais (Goodreads Author), Santino Hassell (Goodreads Author)",,,Invalid Length (not 10 or 13 after cleaning)
"The Dialogues of Plato, vol. 1, translated into English with Analyses and Introductions in Five Volumes","Plato, Benjamin Jowett (Translator)",,,Invalid Length (not 10 or 13 after cleaning)
An Earthly King,Hazel B. West (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Princess & the Penis,R.J. Silver (Goodreads Author),'B005ORR6HE,0056,Invalid Length (not 10 or 13 after cleaning)
Twisted Bitch,Jaci J. (Goodreads Author),'B012QOVWXQ,012,Invalid Length (not 10 or 13 after cleaning)
Clone,Ryan Schow,'B01MCTUPK0,010,Invalid Length (not 10 or 13 after cleaning)
Profitable Chicken Rearing For Beginners : Raisng Chickens For Meat & Eggs And Markets And Marketing Strategies,Francis Okumu,'B00S42JX4U,00424,Invalid Length (not 10 or 13 after cleaning)
Dream Angel,Jane West,,,Invalid Length (not 10 or 13 after cleaning)
Dear Life,Meghan Quinn (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Longing,Ciana Stone (Goodreads Author),'B01MS4KL5I,0145,Invalid Length (not 10 or 13 after cleaning)
The Selection Series Collection,Kiera Cass (Goodreads Author),'B00JOGB2L2,0022,Invalid Length (not 10 or 13 after cleaning)
Coast,Jay McLean (Goodreads Author),'B01FOADLY2,012,Invalid Length (not 10 or 13 after cleaning)
"The Adventures of Charls, the Veretian Cloth Merchant",C.S. Pacat (Goodreads Author),'B06Y1PK3SZ,0613,Invalid Length (not 10 or 13 after cleaning)
Play Nice,L.P. Maxa (Goodreads Author),'B010TM841A,010841,Invalid Length (not 10 or 13 after cleaning)
The Dove Keeper,"Evelyn Deshane, Emily James Ray (Pseudonym)",,,Invalid Length (not 10 or 13 after cleaning)
Let's Be Just Friends,Camilla Isley (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Sweet Remembrance: The Little Match Girl Retelling,Emily Ann Putzke (Goodreads Author),'B06VTMYLM5,065,Invalid Length (not 10 or 13 after cleaning)
The Secrets of Happiness,Lucy Diamond,'B015P750SE,015750,Invalid Length (not 10 or 13 after cleaning)
Complete Winnetou Trilogy,"Karl May, Marlies Bugmann (translator)",,,Invalid Length (not 10 or 13 after cleaning)
Feversong,Karen Marie Moning (Goodreads Author),'B01D7CJ43G,01743,Invalid Length (not 10 or 13 after cleaning)
Trail of the Beast,Edward Fallon,'B00X1QXXFY,001,Invalid Length (not 10 or 13 after cleaning)
Code Zero,Jonathan Maberry (Goodreads Author),'B00F8FXFEA,008,Invalid Length (not 10 or 13 after cleaning)
The Malefactors,"Anne Haw Holt, Richardson Wallace Haw Jr.",,,Invalid Length (not 10 or 13 after cleaning)
The Aftermath,Stacy A. Padula (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Carbynarah Chronicles: An Epic Fantasy Adventure,Jon Franklyn (Goodreads Author),'B0764H7PHV,07647,Invalid Length (not 10 or 13 after cleaning)
My Best Friend's Ex,Meghan Quinn (Goodreads Author),'B0714P6JDG,07146,Invalid Length (not 10 or 13 after cleaning)
Un-Dead,RoAnna Sylver (Goodreads Author),'B01M4Q3HDK,0143,Invalid Length (not 10 or 13 after cleaning)
Huntress,Julie Hall (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Meanderers,Dhawal Trivedi (Goodreads Author),'B07F3CN4RF,0734,Invalid Length (not 10 or 13 after cleaning)
"En el otro lado del corazón, Volumen 1",Andrea Adrich,'B0717524Q4,07175244,Invalid Length (not 10 or 13 after cleaning)
Limitless,Robert J. Crane,'B00MEWQV5A,005,Invalid Length (not 10 or 13 after cleaning)
Scritti Politici,Antonio Gramsci,,,Invalid Length (not 10 or 13 after cleaning)
Win,Vera Nazarian (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Starship's Mage: Omnibus,Glynn Stewart (Goodreads Author),'B00QW6ZG14,00614,Invalid Length (not 10 or 13 after cleaning)
The Art of Wealth Mastery: Secrets of the Self-Made Millionaire,"Zack Bowman, CoBlaze (Editor)",'B016IPIKPW,016,Invalid Length (not 10 or 13 after cleaning)
Over the Tracks,Anna Green,,,Invalid Length (not 10 or 13 after cleaning)
The Creep,Chriselda Barretto (Goodreads Author),'B07HLDMPRC,07,Invalid Length (not 10 or 13 after cleaning)
The Dark Beneath the Ice,Amelinda Bérubé (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
I Am Riley (Riley Hammerson #1),"Jenna Pratt (Goodreads Author), Caroline White (Editor)",,,Invalid Length (not 10 or 13 after cleaning)
Sire,Jex Lane (Goodreads Author),'B01MF8NTLZ,018,Invalid Length (not 10 or 13 after cleaning)
After the End,Natasha Preston (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
L'Acrobata,Agnes Moon,,,Invalid Length (not 10 or 13 after cleaning)
Spotless,Camilla Monk (Goodreads Author),'B01FR7D4M6,01746,Invalid Length (not 10 or 13 after cleaning)
Nikola Tesla: Imagination and the Man That Invented the 20th Century,Sean Patrick,'B00CATSONE,00,Invalid Length (not 10 or 13 after cleaning)
CATASTROPHE: How To Be Ready WHEN A Catastrophe Strikes Your Computer,Warren Beatty,'B01DPXW51U,0151,Invalid Length (not 10 or 13 after cleaning)
Whisper I Love You,Mila Olsen (Goodreads Author),'B07PXFLDTF,07,Invalid Length (not 10 or 13 after cleaning)
Bare Knuckle,Cindy Brandner (Goodreads Author),'B07C1HXD4Z,0714,Invalid Length (not 10 or 13 after cleaning)
Heated,J.C. Gardner,'B079HSMZXZ,079,Invalid Length (not 10 or 13 after cleaning)
Dragon's Storm,Ella Summers (Goodreads Author),'B06XZPL38M,0638,Invalid Length (not 10 or 13 after cleaning)
Canarino,Katherine Bucknell (Goodreads Author),'B00GCBJWDW,00,Invalid Length (not 10 or 13 after cleaning)
"Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness",Vex King (Goodreads Author),'B07C6T7XMW,0767,Invalid Length (not 10 or 13 after cleaning)
Echoes,"Honor Raconteur (Goodreads Author), Katie Griffin (Editor)",'B07L7XHLCD,077,Invalid Length (not 10 or 13 after cleaning)
The Ghost Becomes A Friend,Divyansh Mishra DM (Goodreads Author),'B07SS4P37J,07437,Invalid Length (not 10 or 13 after cleaning)
Blake Hunter: Under the veil of darkness,"Austin Star (Goodreads Author), María Caneiro, Dayana Vega (Editor)",'B07QX2RPC9,0729,Invalid Length (not 10 or 13 after cleaning)
Upstate Mob Story,Dennis Heretz (Goodreads Author),'B07N8MDWGQ,078,Invalid Length (not 10 or 13 after cleaning)
The Secrets We Kept,Lara Prescott (Goodreads Author),'B07MD3B4F1,07341,Invalid Length (not 10 or 13 after cleaning)
The Romance of Wind & Fire: a.k.a. Hamlet & Juliet (Shakespeare Remix Book 1),Brady Wilkinson,'B07YYP1G6M,0716,Invalid Length (not 10 or 13 after cleaning)
Reveal Me,Tahereh Mafi,'B07MLS4PY3,0743,Invalid Length (not 10 or 13 after cleaning)
Call of Blood: A Novel of The Unnatural Brethren,Silvana G. Sánchez (Goodreads Author),'B07CQ5JX53,07553,Invalid Length (not 10 or 13 after cleaning)
مناهج البحث العلمي,عبد الرحمن بدوي,,,Invalid Length (not 10 or 13 after cleaning)
One Tree One Book and One Cancer that changed the world: your time to change yours,Bassel Hamdan (Goodreads Author),'B07ZC588CQ,07588,Invalid Length (not 10 or 13 after cleaning)
The Trouble with Twins,Kathryn Siebel,,,Invalid Length (not 10 or 13 after cleaning)
The Shadow Wand,Laurie Forest (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
تاريخ الفكر الأوروبي الحديث 1601 - 1977م,"Roland N. Stromberg, أحمد الشيباني (ترجمة)",,,Invalid Length (not 10 or 13 after cleaning)
Dirty Ugly Toy,K. Webster (Goodreads Author),'B019APW4UO,0194,Invalid Length (not 10 or 13 after cleaning)
Sinister Seraphim of Mine,John Corwin (Goodreads Author),'B00MQD32ZO,0032,Invalid Length (not 10 or 13 after cleaning)
Industrial Society and Its Future,Theodore J. Kaczynski,,,Invalid Length (not 10 or 13 after cleaning)
Ascendance of a Bookworm: Volume 1,"Miya Kazuki, You Shiina (Illustrator), Quof (Translator)",'B07Q32HSFN,0732,Invalid Length (not 10 or 13 after cleaning)
Scamps & Scoundrels,Eric Ugland (Goodreads Author),'B07SQHZB29,0729,Invalid Length (not 10 or 13 after cleaning)
Long Shot,Kennedy Ryan (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
"Tam Lin: A Modern, Queer Retelling",T.J. Deschamps (Goodreads Author),'B08HX91MYD,0891,Invalid Length (not 10 or 13 after cleaning)
"Soltar, Individuação e Iluminação: Soltar é o maior poder que existe",Hélio Couto,'B076HGVNSG,076,Invalid Length (not 10 or 13 after cleaning)
Ender's Game: Ender In Exile (Marvel Premiere Editions),"Aaron Johnston (Goodreads Author), Pop Mhan (Illustrator)",'B00AR065T8,000658,Invalid Length (not 10 or 13 after cleaning)
Killer Quotes: Quotes from Serial Killers,Hadness Fontenot,'B0179FAUVM,0179,Invalid Length (not 10 or 13 after cleaning)
The Little Fairleaf,Jeremy Forsyth (Goodreads Author),'B08LBP386B,08386,Invalid Length (not 10 or 13 after cleaning)
Crack of Doom,Willi Heinrich,'B000LTPZ32,00032,Invalid Length (not 10 or 13 after cleaning)
Cry for the Moon,William Woodall (Goodreads Author),'B001VEI1TG,0011,Invalid Length (not 10 or 13 after cleaning)
Dynasty of Ghosts,P.L. Nunn,,,Invalid Length (not 10 or 13 after cleaning)
Dixie North,Herbert Burton,,,Invalid Length (not 10 or 13 after cleaning)
Drop Out,Neil D. Ostroff (Goodreads Author),'B005FX0K7U,00507,Invalid Length (not 10 or 13 after cleaning)
A Bit of Rough,Lucy Felthouse (Goodreads Author),'B00FD7SKZW,007,Invalid Length (not 10 or 13 after cleaning)
Le Lion,Joseph Kessel,,,Invalid Length (not 10 or 13 after cleaning)
The Golden Scarab,S.W. Lothian (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Cosmic Traveller - Richard's journal,Nadine May (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Dino Macro,L'Poni Baldwin (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
"Neon Genesis Evangelion, Vol. 2",Yoshiyuki Sadamoto,,,Invalid Length (not 10 or 13 after cleaning)
The Gladiator's Master,"Fae Sutherland (Goodreads Author), Marguerite Labbe (Goodreads Author)",'B005GFAIDI,005,Invalid Length (not 10 or 13 after cleaning)
Lord of Vengeance,"Tina St. John (Pseudonym), Lara Adrian (Goodreads Author)",,,Invalid Length (not 10 or 13 after cleaning)
Frammenti di pensiero tradizionale ne Il signore degli Anelli,"E. Berolotti, A. Capone",,,Invalid Length (not 10 or 13 after cleaning)
The Prophetess,Barbara Wood,,,Invalid Length (not 10 or 13 after cleaning)
The Legend of Goat Head Lodge,Wendy Lohr (Goodreads Author),'B007P4CSW2,00742,Invalid Length (not 10 or 13 after cleaning)
أحبك .. ولن أنطقها,إيمان مصعبين,,,Invalid Length (not 10 or 13 after cleaning)
Jericho,Ann McMan (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Confessions of an Alli Cat,Courtney Cole (Goodreads Author),'B009W9QTVY,0099,Invalid Length (not 10 or 13 after cleaning)
Here,Ella James (Goodreads Author),'B007A0I86Q,007086,Invalid Length (not 10 or 13 after cleaning)
Shipwreck on ShadowWorld,David R. Beshears (Goodreads Author),'B007EG96OY,00796,Invalid Length (not 10 or 13 after cleaning)
Ignite,Kaitlyn Davis (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Rise of the Demons,Willow Cross (Goodreads Author),'B005E0W3LK,00503,Invalid Length (not 10 or 13 after cleaning)
Wanted: Ghostbusting Bride,"Margaret Breashears (Goodreads Author), Donna Helmedag",,,Invalid Length (not 10 or 13 after cleaning)
Housewives Cookbook Guide for Dining Pleasure,Fernando Lachica (Goodreads Author),'B00BLGSRY8,008,Invalid Length (not 10 or 13 after cleaning)
Rumble,Maitena,,,Invalid Length (not 10 or 13 after cleaning)
The Summoner,Randy Massey (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
The Man at the Door,Elizabeth Carr,,,Invalid Length (not 10 or 13 after cleaning)
The Triplex,Lola St. Vil (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
Sevenfold,Ilyan Kei Lavanway (Goodreads Author),'B00EMMD36U,0036,Invalid Length (not 10 or 13 after cleaning)
Origins,"Kresley Cole (Goodreads Author), Gena Showalter (Goodreads Author), Sharie Kohler",'B004W3L5QE,00435,Invalid Length (not 10 or 13 after cleaning)
Blues In The Key Of B (Bluesday Book III),Adrienne Thompson (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
James,Chantal Fernando (Goodreads Author),'B00ELJQMB2,002,Invalid Length (not 10 or 13 after cleaning)
Jill Kismet: The Complete Series,Lilith Saintcrow (Goodreads Author),'B0089EHI4U,00894,Invalid Length (not 10 or 13 after cleaning)
10 Sexy Stories Thank You Our Readers Erotica Bundle,"Candy Young, V.R. Dunlap (Goodreads Author), Lolli Love, Sara Sweet, Wanda Blackwood, Jessie Carson, Kitty Sexton, J.C. Wilde, more…",'B00ARON0OW,000,Invalid Length (not 10 or 13 after cleaning)
Tangled Tides,Karen Amanda Hooper (Goodreads Author),,,Invalid Length (not 10 or 13 after cleaning)
